ip,city,region,country,loc,timezone,country_name,latitude,longitude,org,hostname,postal,bogon
101.199.108.59,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,,,,
101.226.167.226,Shanghai,Shanghai,CN,"31.2222,121.4581",Asia/Shanghai,China,31.2222,121.4581,AS4812 China Telecom (Group),,,
107.178.37.48,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS174 Cogent Communications,107-178-37-48.ip.cloudmosa.com,95103,
107.178.38.221,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS174 Cogent Communications,107-178-38-221.ip.cloudmosa.com,95103,
107.21.14.116,Ashburn,Virginia,US,"39.0437,-77.4875",America/New_York,United States,39.0437,-77.4875,"AS14618 Amazon.com, Inc.",ec2-107-21-14-116.compute-1.amazonaws.com,20147,
107.6.95.11,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS29791 Internap Holding LLC,11.0/25.95.6.107.in-addr.arpa,95103,
107.6.95.122,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS29791 Internap Holding LLC,122.0/25.95.6.107.in-addr.arpa,95103,
107.6.95.13,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS29791 Internap Holding LLC,13.0/25.95.6.107.in-addr.arpa,95103,
107.6.95.16,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS29791 Internap Holding LLC,16.0/25.95.6.107.in-addr.arpa,95103,
107.6.95.20,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS29791 Internap Holding LLC,20.0/25.95.6.107.in-addr.arpa,95103,
107.6.95.21,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS29791 Internap Holding LLC,21.0/25.95.6.107.in-addr.arpa,95103,
108.168.250.12,Dallas,Texas,US,"32.7831,-96.8067",America/Chicago,United States,32.7831,-96.8067,AS36351 SoftLayer Technologies Inc.,c.fa.a86c.ip4.static.sl-reverse.com,75201,
108.59.8.80,Washington,"Washington, D.C.",US,"38.8951,-77.0364",America/New_York,United States,38.8951,-77.0364,"AS30633 Leaseweb USA, Inc.",crawl-z9ktr3.mj12bot.com,20004,
109.107.105.181,Montilla,Andalusia,ES,"37.5863,-4.6380",Europe/Madrid,Spain,37.5863,-4.6380,"AS200845 AVATEL TELECOM, SA",,14550,
109.111.118.37,Andorra la Vella,Andorra la Vella,AD,"42.5078,1.5211",Europe/Andorra,Andorra,42.5078,1.5211,AS6752 ANDORRA TELECOM SAU,m-109-111-118-37.andorpac.ad,AD500,
109.111.120.188,Andorra la Vella,Andorra la Vella,AD,"42.5078,1.5211",Europe/Andorra,Andorra,42.5078,1.5211,AS6752 ANDORRA TELECOM SAU,,AD500,
109.120.157.179,Saint Petersburg,St.-Petersburg,RU,"59.9386,30.3141",Europe/Moscow,Russia,59.9386,30.3141,AS30968 OOO National Telecommunications,109.120.157.179.addr.datapoint.ru,190000,
109.200.159.118,Krasnodar,Krasnodarskiy,RU,"45.0448,38.9760",Europe/Moscow,Russia,45.0448,38.9760,AS6789 CRELCOM LLC,ip118-159-200-109.crelcom.ru,350000,
109.205.137.141,Motril,Andalusia,ES,"36.7507,-3.5179",Europe/Madrid,Spain,36.7507,-3.5179,AS209984 Iberwix Telecom SL,,18600,
109.208.120.233,Châtillon,Île-de-France,FR,"48.8024,2.2935",Europe/Paris,France,48.8024,2.2935,AS3215 Orange S.A.,lfbn-mar-1-574-233.w109-208.abo.wanadoo.fr,92320,
109.211.53.111,Nantes,Pays de la Loire,FR,"47.2172,-1.5534",Europe/Paris,France,47.2172,-1.5534,AS3215 Orange S.A.,anantes-653-1-178-111.w109-211.abo.wanadoo.fr,44000,
109.217.107.218,Ammertzwiller,Grand Est,FR,"47.6892,7.1682",Europe/Paris,France,47.6892,7.1682,AS3215 Orange S.A.,,68210,
109.235.22.27,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS34471 Free Technologies Excom S.L.,ip027.net109-235-22.es.excom.net,28001,
109.27.131.25,Thonon-les-Bains,Auvergne-Rhône-Alpes,FR,"46.3705,6.4798",Europe/Paris,France,46.3705,6.4798,AS15557 SFR SA,25.131.27.109.rev.sfr.net,74200,
109.8.122.25,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",Europe/Paris,France,43.2970,5.3811,AS15557 SFR SA,25.122.8.109.rev.sfr.net,13000,
112.200.39.14,Quezon City,Metro Manila,PH,"14.6914,120.9686",Asia/Manila,Philippines,14.6914,120.9686,AS9299 Philippine Long Distance Telephone Company,112.200.39.14.pldt.net,1441,
112.90.194.41,Guangzhou,Guangdong,CN,"23.1167,113.2500",Asia/Shanghai,China,23.1167,113.2500,AS17816 China Unicom  IP network China169 Guangdong province,,,
113.196.128.59,Taipei,Taiwan,TW,"25.0478,121.5319",Asia/Taipei,Taiwan,25.0478,121.5319,"AS9919 New Century InfoComm Tech Co., Ltd.",113.196.128.59.ll.static.sparqnet.net,,
114.24.157.104,Taipei,Taiwan,TW,"25.0478,121.5319",Asia/Taipei,Taiwan,25.0478,121.5319,AS3462 Data Communication Business Group,114-24-157-104.dynamic-ip.hinet.net,,
114.26.127.57,Fengyuan,Taiwan,TW,"24.2500,120.7169",Asia/Taipei,Taiwan,24.2500,120.7169,AS3462 Data Communication Business Group,114-26-127-57.dynamic-ip.hinet.net,,
114.37.83.53,Taoyuan City,Taiwan,TW,"24.9937,121.2970",Asia/Taipei,Taiwan,24.9937,121.2970,AS3462 Data Communication Business Group,114-37-83-53.dynamic-ip.hinet.net,,
116.8.99.217,Nanning,Guangxi,CN,"22.8167,108.3167",Asia/Shanghai,China,22.8167,108.3167,AS4134 CHINANET-BACKBONE,,,
117.144.215.242,Shanghai,Shanghai,CN,"31.2222,121.4581",Asia/Shanghai,China,31.2222,121.4581,"AS24400 Shanghai Mobile Communications Co.,Ltd.",,,
117.41.186.10,Shenzhen,Guangdong,CN,"22.5455,114.0683",Asia/Shanghai,China,22.5455,114.0683,AS134238 CHINANET Jiangx province IDC network,,,
119.63.193.130,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.63.193.131,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.63.193.132,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.63.193.194,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.63.193.195,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.63.193.196,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.63.196.28,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.63.196.92,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.63.196.94,Tokyo,Tokyo,JP,"35.6895,139.6917",Asia/Tokyo,Japan,35.6895,139.6917,"AS38627 Baidu, Inc.",,101-8656,
119.96.185.53,Shanghai,Shanghai,CN,"31.2222,121.4581",Asia/Shanghai,China,31.2222,121.4581,AS58563 CHINANET Hubei province network,,,
119.98.239.252,Wuhan,Hubei,CN,"30.5833,114.2667",Asia/Shanghai,China,30.5833,114.2667,AS4134 CHINANET-BACKBONE,,,
12.14.13.130,Middletown,New Jersey,US,"40.3943,-74.1171",America/New_York,United States,40.3943,-74.1171,"AS7018 AT&T Services, Inc.",,07748,
12.145.193.9,Miami,Florida,US,"25.7743,-80.1937",America/New_York,United States,25.7743,-80.1937,AS19244 Telmex USA,,33101,
120.236.0.202,Shenzhen,Guangdong,CN,"22.5455,114.0683",Asia/Shanghai,China,22.5455,114.0683,AS56040 China Mobile communications corporation,,,
121.14.139.202,Shantou,Guangdong,CN,"23.3681,116.7148",Asia/Shanghai,China,23.3681,116.7148,AS4134 CHINANET-BACKBONE,,,
121.14.228.8,Shantou,Guangdong,CN,"23.3681,116.7148",Asia/Shanghai,China,23.3681,116.7148,AS4134 CHINANET-BACKBONE,,,
123.125.71.105,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-105.crawl.baidu.com,,
123.125.71.12,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-12.crawl.baidu.com,,
123.125.71.13,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-13.crawl.baidu.com,,
123.125.71.14,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-14.crawl.baidu.com,,
123.125.71.15,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-15.crawl.baidu.com,,
123.125.71.17,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-17.crawl.baidu.com,,
123.125.71.18,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-18.crawl.baidu.com,,
123.125.71.19,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-19.crawl.baidu.com,,
123.125.71.20,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-20.crawl.baidu.com,,
123.125.71.21,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-21.crawl.baidu.com,,
123.125.71.22,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-22.crawl.baidu.com,,
123.125.71.23,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-23.crawl.baidu.com,,
123.125.71.24,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-24.crawl.baidu.com,,
123.125.71.25,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-25.crawl.baidu.com,,
123.125.71.27,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-27.crawl.baidu.com,,
123.125.71.28,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-28.crawl.baidu.com,,
123.125.71.29,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-29.crawl.baidu.com,,
123.125.71.30,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-30.crawl.baidu.com,,
123.125.71.31,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-31.crawl.baidu.com,,
123.125.71.32,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-32.crawl.baidu.com,,
123.125.71.33,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-33.crawl.baidu.com,,
123.125.71.34,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-34.crawl.baidu.com,,
123.125.71.35,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-35.crawl.baidu.com,,
123.125.71.36,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-36.crawl.baidu.com,,
123.125.71.38,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-38.crawl.baidu.com,,
123.125.71.39,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-39.crawl.baidu.com,,
123.125.71.40,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-30.crawl.baidu.com,,
123.125.71.41,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-41.crawl.baidu.com,,
123.125.71.43,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-43.crawl.baidu.com,,
123.125.71.44,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-44.crawl.baidu.com,,
123.125.71.45,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-45.crawl.baidu.com,,
123.125.71.47,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-47.crawl.baidu.com,,
123.125.71.49,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-49.crawl.baidu.com,,
123.125.71.50,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-50.crawl.baidu.com,,
123.125.71.51,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-51.crawl.baidu.com,,
123.125.71.52,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-52.crawl.baidu.com,,
123.125.71.53,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-53.crawl.baidu.com,,
123.125.71.54,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-54.crawl.baidu.com,,
123.125.71.55,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-55.crawl.baidu.com,,
123.125.71.56,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-56.crawl.baidu.com,,
123.125.71.57,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-57.crawl.baidu.com,,
123.125.71.58,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-58.crawl.baidu.com,,
123.125.71.59,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-59.crawl.baidu.com,,
123.125.71.60,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-60.crawl.baidu.com,,
123.125.71.85,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-85.crawl.baidu.com,,
123.125.71.90,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,AS4808 China Unicom Beijing Province Network,baiduspider-123-125-71-90.crawl.baidu.com,,
124.183.127.11,Brisbane,Queensland,AU,"-27.4679,153.0281",Australia/Brisbane,Australia,-27.4679,153.0281,AS1221 Telstra Corporation Ltd,cpe-124-183-127-11.qb02.qld.asp.telstra.net,4000,
124.202.143.250,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS17964 Beijing Dian-Xin-Tong Network Technologies Co., Ltd.",,,
125.206.34.195,Tokyo,Tokyo,JP,"35.6626,139.7819",Asia/Tokyo,Japan,35.6626,139.7819,AS4713 NTT Communications Corporation,i125-206-34-195.s30.a048.ap.plala.or.jp,104-0052,
125.210.204.242,Huashu,Jilin,CN,"41.9908,127.2175",Asia/Shanghai,China,41.9908,127.2175,AS24139 Huashu media&Network Limited,,,
125.210.224.141,Huashu,Jilin,CN,"41.9908,127.2175",Asia/Shanghai,China,41.9908,127.2175,AS24139 Huashu media&Network Limited,,,
125.214.65.181,Melbourne,Victoria,AU,"-37.8140,144.9633",Australia/Melbourne,Australia,-37.8140,144.9633,AS55803 Hostopia Australia Web Pty Ltd,mail.125-214-65-181.com,3000,
125.24.181.204,Bangkok,Bangkok,TH,"13.7540,100.5014",Asia/Bangkok,Thailand,13.7540,100.5014,AS23969 TOT Public Company Limited,node-zws.pool-125-24.dynamic.totinternet.net,10200,
127.0.0.1,,,,,,,,,,,,True
128.140.134.165,Bexley,England,GB,"51.4416,0.1487",Europe/London,United Kingdom,51.4416,0.1487,AS29286 SKYLOGIC S.P.A.,165.134.140.128.dynamic.sat.abo.nordnet.fr,DA15,
128.79.117.86,Paris,Île-de-France,FR,"48.8534,2.3488",Europe/Paris,France,48.8534,2.3488,AS5410 Bouygues Telecom SA,128-79-117-86.hfc.dyn.abo.bbox.fr,75000,
129.121.176.193,Detroit,Michigan,US,"42.3314,-83.0457",America/Detroit,United States,42.3314,-83.0457,AS62729 A Small Orange LLC,tang.asoshared.com,48226,
130.0.113.65,Loudéac,Brittany,FR,"48.1776,-2.7558",Europe/Paris,France,48.1776,-2.7558,AS49112 ARMOR CONNECTIC SAS,65.113.0.130.rev.sfr.net,22605 CEDEX,
131.253.24.21,Norfolk,Virginia,US,"36.8468,-76.2852",America/New_York,United States,36.8468,-76.2852,AS8075 Microsoft Corporation,msnbot-131-253-24-21.search.msn.com,23510,
131.253.24.26,Norfolk,Virginia,US,"36.8468,-76.2852",America/New_York,United States,36.8468,-76.2852,AS8075 Microsoft Corporation,msnbot-131-253-24-26.search.msn.com,23510,
131.253.24.3,Boydton,Virginia,US,"36.6676,-78.3875",America/New_York,United States,36.6676,-78.3875,AS8075 Microsoft Corporation,msnbot-131-253-24-3.search.msn.com,23917,
132.3.17.78,Los Angeles,California,US,"34.0522,-118.2437",America/Los_Angeles,United States,34.0522,-118.2437,AS721 DoD Network Information Center,aviano-pxyw1e.afnoc.af.mil,90009,
132.3.17.79,Los Angeles,California,US,"34.0522,-118.2437",America/Los_Angeles,United States,34.0522,-118.2437,AS721 DoD Network Information Center,,90009,
134.249.52.9,Kyiv,Kyiv City,UA,"50.4547,30.5238",Europe/Kiev,Ukraine,50.4547,30.5238,AS15895 Kyivstar PJSC,134-249-52-9.broadband.kyivstar.net,03027,
134.3.254.24,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",Europe/Berlin,Germany,50.1155,8.6842,AS3209 Vodafone GmbH,ip-134-003-254-024.um41.pools.vodafone-ip.de,60306,
137.110.244.139,San Diego,California,US,"32.7157,-117.1647",America/Los_Angeles,United States,32.7157,-117.1647,"AS7377 University of California, San Diego",,92101,
137.183.232.29,Ashburn,Virginia,US,"39.0437,-77.4875",America/New_York,United States,39.0437,-77.4875,AS61153 Procter & Gamble Service GmbH,pg-cin-px6.pg.com,20147,
138.4.182.219,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS766 Entidad Publica Empresarial Red.es,videoconf.minasyenergia.upm.es,28001,
140.206.129.76,Shanghai,Shanghai,CN,"31.2222,121.4581",Asia/Shanghai,China,31.2222,121.4581,AS17621 China Unicom Shanghai network,,,
141.212.121.197,Ann Arbor,Michigan,US,"42.2776,-83.7409",America/Detroit,United States,42.2776,-83.7409,AS36375 University of Michigan,researchscan197.eecs.umich.edu,48109,
141.212.121.210,Ann Arbor,Michigan,US,"42.2776,-83.7409",America/Detroit,United States,42.2776,-83.7409,AS36375 University of Michigan,researchscan210.eecs.umich.edu,48109,
141.212.121.253,Ann Arbor,Michigan,US,"42.2776,-83.7409",America/Detroit,United States,42.2776,-83.7409,AS36375 University of Michigan,researchscan253.eecs.umich.edu,48109,
142.54.184.10,Kansas City,Missouri,US,"39.0997,-94.5786",America/Chicago,United States,39.0997,-94.5786,"AS33387 Nocix, LLC",intelliro-global.com,64170,
144.76.176.17,Oberdorla,Thuringia,DE,"51.1658,10.4216",Europe/Berlin,Germany,51.1658,10.4216,AS24940 Hetzner Online GmbH,iaso-host.multiserver.gr,99986,
144.76.183.41,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,144-76-183-41.crawler.sistrix.net,91710,
144.76.2.2,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,static.2.2.76.144.clients.your-server.de,91710,
144.76.223.13,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,static.13.223.76.144.clients.your-server.de,91710,
144.76.95.231,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,static.231.95.76.144.clients.your-server.de,91710,
144.76.95.232,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,static.232.95.76.144.clients.your-server.de,91710,
144.76.95.39,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,static.39.95.76.144.clients.your-server.de,91710,
146.18.173.105,Collierville,Tennessee,US,"35.0551,-89.6767",America/Chicago,United States,35.0551,-89.6767,AS7726 FedEx Internet Technologies Corporation,,38017,
147.156.170.67,Valencia,Valencia,ES,"39.4697,-0.3774",Europe/Madrid,Spain,39.4697,-0.3774,AS766 Entidad Publica Empresarial Red.es,ufelibreria.spub.uv.es,46001,
147.84.33.60,Murcia,Murcia,ES,"37.9870,-1.1300",Europe/Madrid,Spain,37.9870,-1.1300,AS39069 Comunidad Autonoma de la Region de Murcia,,30001,
147.86.207.241,Zürich,Zurich,CH,"47.3667,8.5500",Europe/Zurich,Switzerland,47.3667,8.5500,AS559 SWITCH,nat-stu-15-241.nat.fhnw.net,8000,
148.245.241.118,Guadalajara,Jalisco,MX,"20.6668,-103.3918",America/Mexico_City,Mexico,20.6668,-103.3918,"AS6503 Axtel, S.A.B. de C.V.",148-245-241-118.static.axtel.net,59058,
148.251.11.131,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,static.131.11.251.148.clients.your-server.de,91710,
148.251.11.136,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,static.136.11.251.148.clients.your-server.de,91710,
148.251.14.166,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,ns2.xhosting.biz,91710,
148.251.23.114,Oberdorla,Thuringia,DE,"51.1658,10.4216",Europe/Berlin,Germany,51.1658,10.4216,AS24940 Hetzner Online GmbH,static.114.23.251.148.clients.your-server.de,99986,
148.251.44.239,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,proxmail01.pjort.net,91710,
148.251.69.136,Oberdorla,Thuringia,DE,"51.1658,10.4216",Europe/Berlin,Germany,51.1658,10.4216,AS24940 Hetzner Online GmbH,static.136.69.251.148.clients.your-server.de,99986,
148.251.8.37,Gunzenhausen,Bavaria,DE,"49.1166,10.7597",Europe/Berlin,Germany,49.1166,10.7597,AS24940 Hetzner Online GmbH,static.37.8.251.148.clients.your-server.de,91710,
149.7.16.130,London,England,GB,"51.5085,-0.1257",Europe/London,United Kingdom,51.5085,-0.1257,AS63023 GTHost,130-16-7-149.clients.gthost.com,EC1A,
150.214.144.128,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS198096 Junta de Andalucia,pcqa01.eup.us.es,28001,
150.241.201.231,Gasteiz / Vitoria,Basque Country,ES,"42.8500,-2.6727",Europe/Madrid,Spain,42.8500,-2.6727,AS766 Entidad Publica Empresarial Red.es,,01001,
151.72.16.123,Taranto,Apulia,IT,"40.4644,17.2471",Europe/Rome,Italy,40.4644,17.2471,AS1267 WIND TRE S.P.A.,,74100,
157.55.230.158,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,AS8075 Microsoft Corporation,,D02,
157.55.235.58,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,AS8075 Microsoft Corporation,,D02,
157.55.32.100,Quincy,Washington,US,"47.2343,-119.8525",America/Los_Angeles,United States,47.2343,-119.8525,AS8075 Microsoft Corporation,,98848,
157.55.32.102,Quincy,Washington,US,"47.2343,-119.8525",America/Los_Angeles,United States,47.2343,-119.8525,AS8075 Microsoft Corporation,,98848,
157.55.32.109,Quincy,Washington,US,"47.2343,-119.8525",America/Los_Angeles,United States,47.2343,-119.8525,AS8075 Microsoft Corporation,,98848,
